host_response_rate,host_acceptance_rate,latitude,longitude,bedrooms,beds,minimum_nights,accommodates,price,review_scores_rating,number_of_reviews
100%,N/A,49.28099,-123.12558,1,1,30,2,$72.00,NA,0
100%,99%,49.2782,-123.12434,1,1,1,2,$67.00,89,11
100%,96%,49.2737,-123.12857,1,1,30,2,$95.00,95,4
N/A,N/A,49.27787,-123.11589,NA,1,1,4,$100.00,NA,0
100%,99%,49.27856,-123.12421,1,1,1,1,$38.00,96,17
60%,100%,49.26828,-123.05226,3,3,30,6,$129.00,70,2
93%,98%,49.27793,-123.12065,1,2,2,3,$217.00,99,31
100%,100%,49.27495,-123.11642,NA,1,31,2,$89.00,NA,0
100%,N/A,49.24252,-123.15084,2,2,30,3,$120.00,NA,0
100%,90%,49.26122,-123.07269,1,1,30,1,$24.00,80,3
N/A,83%,49.22467,-123.12011,1,1,30,1,$32.00,100,2
17%,89%,49.27854,-123.10631,1,1,5,4,$188.00,97,6
100%,100%,49.28645,-123.12277,2,2,1,5,$166.00,92,40
0%,50%,49.27844,-123.12861,2,2,30,4,$158.00,NA,0
100%,100%,49.27414,-123.12675,2,3,90,4,$139.00,100,3
100%,100%,49.27409,-123.15169,2,2,1,4,$248.00,97,35
N/A,83%,49.22587,-123.12018,1,1,30,2,$43.00,100,1
N/A,N/A,49.26803,-123.14771,1,1,30,2,$289.00,NA,0
91%,80%,49.27564,-123.13041,NA,0,60,2,$88.00,NA,0
91%,80%,49.27805,-123.12911,2,2,60,4,$127.00,80,1
91%,80%,49.27546,-123.11261,1,0,60,2,$106.00,NA,0
91%,80%,49.27914,-123.12505,2,0,60,4,$122.00,NA,0
91%,80%,49.28337,-123.10424,NA,0,180,2,$68.00,NA,0
N/A,83%,49.22396,-123.12185,1,1,30,1,$32.00,NA,0
100%,100%,49.25835,-123.16539,2,3,1,4,$145.00,90,12
NA,NA,49.27292,-123.12012,2,2,89,4,$220.00,NA,0
90%,33%,49.28422,-123.10468,1,2,30,2,$650.00,NA,0
25%,33%,49.21117,-123.1157,2,2,30,5,$100.00,100,1
100%,100%,49.26304,-123.18488,2,3,1,4,$215.00,100,2
92%,98%,49.27682,-123.12739,NA,2,1,2,$290.00,88,24
100%,89%,49.28639,-123.12469,2,3,1,6,$135.00,98,82
N/A,100%,49.26834,-123.15489,2,2,30,5,$190.00,100,2
94%,99%,49.26578,-123.21073,1,NA,1,2,$55.00,95,4
92%,98%,49.27504,-123.12758,NA,2,7,2,$368.00,93,14
92%,98%,49.27697,-123.12755,NA,1,7,2,$368.00,93,6
100%,97%,49.28043,-123.12832,NA,1,1,2,$116.00,89,55
97%,85%,49.27543,-123.11574,1,1,30,4,$115.00,100,3
97%,85%,49.27387,-123.1145,2,2,30,4,$130.00,NA,0
100%,100%,49.23063,-123.1148,7,11,2,14,$500.00,100,1
100%,97%,49.25248,-123.07473,2,2,2,4,$74.00,87,26
100%,97%,49.25081,-123.07603,1,2,2,2,$69.00,93,36
100%,100%,49.26751,-123.18195,1,1,5,2,$115.00,100,8
88%,95%,49.21485,-123.09453,NA,1,7,1,$77.00,100,9
100%,100%,49.23822,-123.1574,2,2,30,4,$366.00,100,2
100%,99%,49.27738,-123.12044,2,2,30,4,$160.00,100,2
100%,72%,49.28192,-123.1028,2,2,30,5,$130.00,NA,0
100%,100%,49.27591,-123.13078,1,2,30,3,$138.00,100,2
90%,33%,49.28399,-123.1197,3,3,90,6,$350.00,NA,0
100%,100%,49.2515,-123.1937,2,3,1,6,$109.00,98,73
N/A,N/A,49.28124,-123.12757,1,1,90,2,$98.00,NA,0
93%,95%,49.27603,-123.11437,2,2,2,4,$140.00,89,9
100%,96%,49.20482,-123.02891,1,1,30,2,$80.00,100,15
93%,95%,49.276,-123.11482,2,2,2,4,$140.00,83,7
N/A,N/A,49.27912,-123.13066,2,3,2,6,$123.00,91,19
93%,95%,49.27374,-123.11472,2,2,2,4,$132.00,90,2
73%,100%,49.282,-123.12577,2,3,30,3,$89.00,NA,0
N/A,100%,49.27391,-123.11446,1,1,30,2,$150.00,NA,0
99%,100%,49.22371,-123.11988,1,1,1,1,$34.00,82,21
93%,95%,49.27355,-123.11565,2,2,2,3,$129.00,90,6
93%,95%,49.27401,-123.11411,2,1,2,4,$138.00,92,5
99%,100%,49.22295,-123.1197,1,1,1,2,$40.00,83,22
93%,95%,49.27575,-123.11459,2,2,2,4,$148.00,80,6
93%,95%,49.21591,-123.11292,1,2,30,3,$169.00,100,1
99%,100%,49.22157,-123.11945,1,1,1,1,$38.00,75,12
100%,100%,49.22166,-123.11974,1,1,1,1,$41.00,87,3
10%,74%,49.27558,-123.11462,2,1,2,3,$145.00,91,15
N/A,N/A,49.21218,-123.11546,1,1,30,2,$85.00,100,2
100%,100%,49.28108,-123.08976,2,2,30,4,$100.00,100,7
91%,80%,49.2863,-123.13084,3,3,30,6,$156.00,NA,0
91%,80%,49.27583,-123.11576,1,2,60,3,$105.00,NA,0
91%,80%,49.27887,-123.11591,NA,0,60,2,$77.00,NA,0
91%,80%,49.27668,-123.12082,2,2,90,4,$127.00,NA,0
91%,80%,49.2761,-123.12778,1,1,60,2,$97.00,NA,0
91%,80%,49.28884,-123.12988,NA,0,30,2,$70.00,NA,0
93%,95%,49.27395,-123.1143,2,2,2,4,$128.00,90,8
93%,95%,49.27571,-123.1163,2,1,2,4,$132.00,80,6
93%,95%,49.27563,-123.11437,2,2,2,4,$140.00,90,4
93%,95%,49.21687,-123.11164,1,1,2,3,$161.00,100,3
N/A,N/A,49.28222,-123.12636,2,3,30,5,$135.00,100,3
100%,100%,49.27097,-123.1604,1,1,2,2,$203.00,99,15
100%,100%,49.26511,-123.15657,3,3,3,5,$395.00,100,3
93%,36%,49.283,-123.12695,2,2,30,4,$150.00,60,1
100%,63%,49.26115,-123.11512,2,2,30,4,$145.00,100,3
100%,92%,49.28057,-123.02463,2,2,30,4,$135.00,100,1
NA,NA,49.24487,-123.13488,1,1,30,2,$45.00,100,1
0%,86%,49.2749,-123.11748,1,1,1,2,$175.00,98,8
89%,95%,49.2736,-123.11402,2,3,30,5,$170.00,98,21
94%,99%,49.26391,-123.21295,1,1,1,1,$55.00,80,1
100%,100%,49.23797,-123.14829,2,2,20,6,$259.00,NA,0
N/A,100%,49.21507,-123.0668,4,4,6,8,$128.00,87,9
100%,99%,49.2799,-123.10694,1,2,1,4,$119.00,93,41
100%,100%,49.23064,-123.0368,2,3,2,6,$98.00,100,2
97%,85%,49.27466,-123.11493,1,1,90,4,$100.00,60,2
93%,95%,49.27385,-123.11496,4,4,2,8,$210.00,60,3
93%,95%,49.27606,-123.11575,1,1,2,3,$138.00,91,9
93%,95%,49.27179,-123.1006,3,3,30,6,$172.00,80,3
100%,95%,49.20296,-123.1334,1,1,30,2,$105.00,100,1
10%,60%,49.26426,-123.11149,1,NA,30,2,$59.00,100,1
93%,95%,49.27393,-123.11463,2,1,2,3,$138.00,92,5
93%,95%,49.27386,-123.11595,2,2,2,4,$140.00,76,5
100%,98%,49.2812,-123.12739,NA,1,1,2,$96.00,91,52
N/A,N/A,49.22549,-123.10136,1,1,1,1,$61.00,NA,0
0%,79%,49.28253,-123.11232,1,1,1,3,$179.00,20,1
100%,99%,49.24902,-123.16086,1,1,1,2,$52.00,82,9
100%,99%,49.24919,-123.16089,1,1,1,2,$39.00,74,20
100%,99%,49.24708,-123.16278,1,1,1,2,$48.00,85,23
100%,99%,49.24898,-123.16071,1,1,1,2,$42.00,78,8
100%,99%,49.24752,-123.16257,1,1,1,2,$34.00,74,13
100%,99%,49.24888,-123.16112,1,1,1,2,$35.00,80,12
100%,99%,49.24754,-123.16058,1,1,1,2,$34.00,76,5
91%,80%,49.28775,-123.13239,NA,0,30,2,$83.00,100,1
93%,87%,49.27544,-123.12813,2,2,90,6,$132.00,NA,0
100%,92%,49.25529,-123.11129,1,1,30,2,$87.00,95,4
NA,NA,49.22663,-123.1138,3,3,15,5,$88.00,NA,0
N/A,N/A,49.27622,-123.12931,1,0,90,4,$100.00,NA,0
100%,88%,49.29383,-123.13639,1,3,30,4,$139.00,100,2
100%,60%,49.24055,-123.0837,1,4,30,4,$62.00,NA,0
97%,85%,49.27533,-123.12906,1,1,30,2,$105.00,NA,0
100%,99%,49.25138,-123.15709,1,1,1,1,$38.00,75,17
100%,100%,49.26799,-123.16636,3,3,30,6,$251.00,100,3
93%,95%,49.27579,-123.11608,2,2,2,4,$148.00,84,9
100%,100%,49.2585,-123.08537,2,4,4,4,$165.00,100,3
N/A,N/A,49.28181,-123.12602,2,2,30,4,$142.00,100,5
93%,95%,49.27599,-123.11649,2,2,2,4,$148.00,93,8
100%,80%,49.24734,-123.07494,1,2,1,4,$87.00,93,8
100%,100%,49.27096,-123.06074,1,1,30,2,$106.00,80,1
100%,99%,49.24925,-123.16046,1,1,1,2,$38.00,75,12
100%,100%,49.28436,-123.11689,1,2,30,3,$130.00,NA,0
100%,84%,49.27928,-123.12047,1,1,30,2,$97.00,NA,0
100%,59%,49.26705,-123.16161,2,2,2,4,$320.00,90,6
100%,71%,49.27912,-123.09902,1,1,2,1,$61.00,94,10
N/A,75%,49.27333,-123.12758,1,2,2,4,$254.00,55,4
100%,99%,49.21613,-123.14369,1,1,1,2,$58.00,88,33
100%,99%,49.21452,-123.14231,1,2,1,4,$48.00,91,26
100%,99%,49.21549,-123.14257,1,1,1,1,$36.00,89,11
100%,99%,49.21561,-123.14419,1,1,1,1,$42.00,96,11
100%,91%,49.27581,-123.12913,2,3,34,5,$200.00,100,8
N/A,100%,49.26677,-123.16245,4,4,3,6,$350.00,100,2
89%,100%,49.25976,-123.07446,1,1,2,2,$93.00,99,28
91%,80%,49.27594,-123.1131,1,1,60,3,$105.00,NA,0
N/A,N/A,49.27823,-123.10815,2,3,3,5,$153.00,96,23
100%,97%,49.28024,-123.1094,1,1,30,2,$112.00,80,1
100%,97%,49.26158,-123.08246,NA,1,2,2,$74.00,99,45
80%,100%,49.27472,-123.11666,1,1,30,3,$170.00,97,7
100%,89%,49.27751,-123.09855,1,2,7,4,$116.00,100,9
100%,100%,49.27883,-123.11714,2,2,30,5,$200.00,NA,0
100%,91%,49.23972,-123.15498,1,1,3,2,$109.00,100,7
0%,79%,49.28383,-123.11209,1,NA,1,2,$99.00,NA,0
100%,86%,49.27465,-123.12995,3,3,30,6,$500.00,NA,0
30%,60%,49.26246,-123.07123,5,0,30,6,$102.00,NA,0
99%,99%,49.22337,-123.12742,1,1,1,2,$40.00,98,11
100%,91%,49.23854,-123.05431,3,4,3,6,$279.00,100,8
N/A,N/A,49.27942,-123.1299,1,2,2,4,$114.00,97,24
N/A,N/A,49.27442,-123.12983,1,1,300,2,$225.00,NA,0
100%,63%,49.22098,-123.04455,2,2,2,4,$130.00,100,2
91%,80%,49.27626,-123.11402,2,0,60,4,$124.00,NA,0
91%,80%,49.27228,-123.12859,1,0,60,2,$110.00,NA,0
N/A,100%,49.28095,-123.10621,2,2,2,4,$119.00,NA,0
N/A,100%,49.26079,-123.1346,1,1,1,2,$63.00,100,7
65%,94%,49.27829,-123.10655,1,1,1,4,$399.00,85,4
N/A,94%,49.28053,-123.10924,2,3,2,4,$133.00,97,7
100%,67%,49.28147,-123.10822,1,1,92,2,$100.00,100,1
N/A,N/A,49.27913,-123.11864,1,1,31,3,$200.00,NA,0
100%,71%,49.28056,-123.1258,1,1,2,2,$182.00,NA,0
100%,71%,49.28032,-123.12532,2,2,2,3,$206.00,NA,0
100%,100%,49.2754,-123.12857,1,1,5,4,$170.00,98,37
95%,100%,49.23548,-123.14041,1,2,1,5,$79.00,96,9
100%,70%,49.23579,-123.03803,1,2,30,1,$25.00,NA,0
100%,70%,49.23397,-123.03716,1,0,30,1,$25.00,100,1
100%,92%,49.28725,-123.12274,2,3,2,6,$210.00,87,11
100%,71%,49.25855,-123.0797,1,1,5,2,$110.00,100,1
0%,20%,49.21217,-123.11554,1,2,14,4,$60.00,NA,0
91%,80%,49.27756,-123.1304,1,0,60,2,$101.00,NA,0
91%,80%,49.28877,-123.13393,NA,1,30,2,$83.00,NA,0
100%,89%,49.24412,-123.13165,1,2,1,2,$48.00,97,23
50%,86%,49.2767,-123.02369,1,0,2,1,$45.00,80,1
100%,100%,49.28852,-123.12402,1,1,2,3,$106.00,95,48
N/A,100%,49.27894,-123.12218,1,2,1,4,$99.00,100,1
30%,71%,49.29037,-123.12809,1,1,30,2,$120.00,100,2
N/A,N/A,49.28376,-123.12375,1,2,30,4,$275.00,NA,0
100%,100%,49.27789,-123.10709,4,4,30,5,$290.00,95,35
100%,90%,49.25424,-123.10303,NA,2,1,4,$101.00,96,11
N/A,N/A,49.23588,-123.12584,2,2,3,4,$125.00,100,1
91%,80%,49.27537,-123.12965,2,0,30,4,$120.00,NA,0
100%,95%,49.24775,-123.18042,1,2,2,3,$115.00,94,13
0%,20%,49.21394,-123.11599,1,2,1,4,$60.00,NA,0
96%,100%,49.25874,-123.11104,1,2,30,2,$42.00,80,4
N/A,75%,49.22118,-123.05514,1,1,2,2,$75.00,100,1
70%,87%,49.28076,-123.10981,3,3,31,8,$314.00,100,6
79%,98%,49.27666,-123.12818,1,1,2,1,$40.00,93,26
97%,85%,49.2772,-123.12207,2,2,30,4,$120.00,NA,0
100%,85%,49.2379,-123.06381,3,3,42,4,$132.00,100,4
100%,92%,49.29232,-123.13462,2,2,2,3,$229.00,100,2
100%,96%,49.28038,-123.1252,NA,1,30,2,$81.00,100,3
100%,N/A,49.28016,-123.05426,1,1,30,2,$90.00,NA,0
0%,20%,49.21213,-123.11569,1,2,14,4,$70.00,NA,0
100%,100%,49.2785,-123.12065,1,1,4,3,$100.00,92,19
96%,100%,49.26025,-123.11151,1,1,30,1,$25.00,93,3
100%,96%,49.25024,-123.05147,2,2,3,4,$90.00,89,9
77%,93%,49.23828,-123.1536,1,0,1,2,$45.00,100,1
N/A,100%,49.28662,-123.12603,NA,1,30,2,$108.00,100,1
N/A,N/A,49.27403,-123.12521,1,1,180,2,"$2,200.00",NA,0
100%,98%,49.27773,-123.12082,1,2,2,3,$132.00,100,14
100%,88%,49.26047,-123.07837,1,1,30,2,$31.00,20,1
100%,88%,49.25959,-123.0782,1,1,30,2,$27.00,80,3
25%,0%,49.2752,-123.11126,2,2,30,4,$250.00,NA,0
100%,91%,49.25344,-123.08987,1,1,10,2,$37.00,NA,0
100%,100%,49.2812,-123.12689,2,4,3,6,$180.00,95,8
91%,80%,49.27797,-123.12906,2,0,60,4,$129.00,NA,0
0%,20%,49.21406,-123.11407,5,10,7,16,"$1,050.00",NA,0
96%,100%,49.26046,-123.11289,1,1,30,2,$46.00,NA,0
100%,90%,49.26111,-123.07165,1,1,30,1,$30.00,100,2
NA,NA,49.24631,-123.06568,1,1,1,2,$93.00,96,14
91%,80%,49.27635,-123.1275,1,0,90,2,$101.00,NA,0
91%,80%,49.28788,-123.13206,1,0,30,2,$106.00,NA,0
100%,44%,49.2759,-123.11465,1,1,1,2,$163.00,NA,0
100%,N/A,49.27062,-123.10899,1,1,180,2,$100.00,NA,0
90%,95%,49.2734,-123.12665,2,2,30,4,$149.00,NA,0
100%,50%,49.2738,-123.1496,1,1,30,2,$95.00,NA,0
100%,60%,49.27776,-123.08485,1,1,3,2,$120.00,100,4
100%,100%,49.28202,-123.10757,3,3,1,4,$158.00,94,20
99%,99%,49.22613,-123.12858,1,2,1,4,$55.00,92,5
100%,91%,49.27701,-123.12065,NA,2,30,2,$120.00,100,2
95%,95%,49.28008,-123.10864,3,4,2,5,$157.00,98,61
100%,100%,49.27417,-123.13216,2,2,30,4,$345.00,NA,0
100%,100%,49.27517,-123.1282,2,2,30,4,$188.00,NA,0
100%,67%,49.2883,-123.1346,2,3,30,3,$105.00,NA,0
81%,64%,49.25495,-123.03506,1,1,30,1,$26.00,NA,0
100%,80%,49.24245,-123.08382,1,1,2,2,$90.00,100,1
93%,95%,49.27411,-123.11459,2,1,2,4,$108.00,NA,0
86%,80%,49.27059,-123.05699,2,2,2,4,$120.00,95,4
100%,91%,49.25275,-123.09117,1,1,5,2,$37.00,NA,0
100%,97%,49.27764,-123.12334,3,5,1,10,$150.00,97,26
20%,100%,49.2765,-123.12686,NA,2,60,2,$100.00,NA,0
100%,100%,49.27537,-123.12202,1,1,30,2,$150.00,100,1
100%,91%,49.25825,-123.07885,1,1,30,2,$28.00,80,3
91%,80%,49.27407,-123.13221,1,0,60,4,$110.00,NA,0
30%,60%,49.26435,-123.072,3,1,30,6,$150.00,NA,0
N/A,N/A,49.28628,-123.12488,1,0,31,2,$150.00,NA,0
100%,91%,49.25984,-123.08007,1,1,30,2,$26.00,80,1
98%,98%,49.23701,-123.10017,2,2,1,6,$113.00,100,1
91%,80%,49.27686,-123.12067,2,0,90,4,$127.00,NA,0
100%,14%,49.24754,-123.0461,1,NA,1,2,$69.00,NA,0
93%,95%,49.27036,-123.10119,3,3,30,6,$202.00,87,3
100%,50%,49.26361,-123.15723,2,3,32,4,$144.00,NA,0
100%,91%,49.25282,-123.09166,1,1,30,2,$30.00,60,1
93%,95%,49.27353,-123.11563,2,2,2,4,$138.00,80,7
100%,0%,49.28926,-123.1224,1,1,30,3,$100.00,NA,0
90%,100%,49.21959,-123.09827,1,1,2,4,$70.00,89,7
100%,N/A,49.28037,-123.0985,NA,1,28,2,$180.00,NA,0
100%,91%,49.26464,-123.099,1,2,20,3,$94.00,100,17
100%,100%,49.27936,-123.12044,2,2,30,4,$188.00,100,2
100%,100%,49.27825,-123.12111,2,2,2,4,$290.00,98,20
91%,80%,49.27706,-123.13255,2,0,60,4,$128.00,NA,0
91%,80%,49.27609,-123.11304,1,0,60,2,$108.00,NA,0
95%,90%,49.27667,-123.1243,1,1,90,2,$116.00,NA,0
100%,88%,49.25312,-123.09184,1,1,30,2,$27.00,100,1
100%,95%,49.28101,-123.10346,1,2,1,4,$119.00,100,12
100%,100%,49.28137,-123.10354,1,1,7,2,$250.00,100,3
100%,91%,49.25822,-123.07895,1,1,30,2,$27.00,100,1
0%,50%,49.27458,-123.11624,2,2,30,4,$110.00,NA,0
N/A,N/A,49.28372,-123.12773,1,1,1,2,$110.00,NA,0
100%,0%,49.25566,-123.10702,1,1,30,2,$88.00,NA,0
100%,100%,49.27354,-123.07188,1,2,30,2,$80.00,100,2
100%,88%,49.25486,-123.08989,1,1,5,2,$37.00,100,2
100%,96%,49.28295,-123.11335,1,1,1,2,$148.00,99,39
100%,95%,49.22669,-123.03529,3,3,3,7,$217.00,NA,0
100%,75%,49.27199,-123.1617,2,2,30,2,$99.00,100,2
98%,99%,49.28857,-123.12232,1,2,3,3,$87.00,100,12
50%,44%,49.28874,-123.02392999999999,3,3,2,8,$221.00,100,3
80%,91%,49.24968,-123.09156,2,3,1,4,$110.00,92,22
N/A,N/A,49.24434,-123.09565,1,0,30,2,$90.00,NA,0
20%,100%,49.27582,-123.11481,NA,0,90,2,$100.00,NA,0
100%,50%,49.27678,-123.12976,1,1,31,2,$115.00,100,2
100%,96%,49.28125,-123.11185,1,1,1,2,$142.00,97,20
100%,100%,49.25525,-123.1676,1,1,1,2,$79.00,100,13
100%,82%,49.25184,-123.04145,1,1,3,2,$55.00,100,2
100%,84%,49.276,-123.12891,1,1,30,4,$155.00,NA,0
97%,85%,49.27076,-123.10098,1,1,30,2,$100.00,100,4
100%,92%,49.29142,-123.13445,1,1,1,2,$179.00,98,9
100%,96%,49.28333,-123.11118,1,2,1,4,$163.00,98,21
100%,96%,49.28293,-123.11321,1,2,1,4,$144.00,95,13
100%,100%,49.28875,-123.12286,1,2,2,4,$200.00,98,11
33%,100%,49.27898,-123.10521,1,1,3,4,$102.00,NA,0
100%,74%,49.25901,-123.07633,1,1,30,1,$21.00,NA,0
91%,80%,49.27554,-123.12998,1,1,60,2,$112.00,NA,0
100%,100%,49.27664,-123.09226,1,1,30,2,$197.00,100,2
N/A,N/A,49.2821,-123.12454,1,2,3,3,$115.00,100,10
100%,100%,49.28304,-123.09635,1,1,1,2,$79.00,90,4
100%,100%,49.25176,-123.11792,2,2,2,5,$199.00,91,7
100%,100%,49.28248,-123.11718,1,1,30,3,$116.00,NA,0
100%,88%,49.25479,-123.09146,1,1,10,2,$36.00,84,5
N/A,100%,49.28302,-123.10348,1,1,3,4,$224.00,100,1
N/A,96%,49.26494,-123.16104,1,1,3,2,$65.00,100,1
100%,100%,49.2608,-123.11224,1,1,1,2,$113.00,80,1
100%,100%,49.23931,-123.07621,2,2,2,4,$138.00,98,13
91%,80%,49.27587,-123.13173,1,0,60,2,$110.00,NA,0
100%,33%,49.25334,-123.11394,1,2,30,2,$149.00,NA,0
N/A,100%,49.28533,-123.05461,2,2,14,4,$200.00,NA,0
91%,80%,49.27586,-123.11465,1,0,60,2,$105.00,NA,0
100%,100%,49.26571,-123.17853,2,3,2,6,$98.00,93,14
100%,100%,49.26081,-123.11252,2,2,3,4,$132.00,NA,0
91%,80%,49.27521,-123.11647,1,0,60,3,$110.00,NA,0
100%,100%,49.23751,-123.09957,1,1,3,2,$75.00,100,7
0%,N/A,49.22457,-123.07304,1,1,100,1,$22.00,NA,0
100%,100%,49.24731,-123.17137,NA,1,28,2,$75.00,100,4
100%,82%,49.26194,-123.10838,1,1,2,2,$75.00,100,4
100%,95%,49.24573,-123.08301,1,2,5,4,$96.00,99,14
57%,83%,49.27809,-123.10653,1,1,2,4,$200.00,100,1
91%,80%,49.28843,-123.13039,1,1,30,3,$105.00,NA,0
100%,100%,49.27519,-123.11506,1,2,30,2,$200.00,80,1
96%,100%,49.2586,-123.11131,1,1,30,1,$40.00,NA,0
96%,100%,49.25903,-123.11328,1,1,30,2,$33.00,NA,0
91%,80%,49.27717,-123.11513,1,0,60,3,$106.00,NA,0
100%,100%,49.27557,-123.12677,1,1,30,1,$95.00,93,3
96%,100%,49.25889,-123.11327,1,1,30,2,$42.00,80,1
91%,80%,49.27761,-123.13067,2,0,60,4,$110.00,NA,0
91%,80%,49.27565,-123.11466,1,0,60,3,$90.00,100,1
100%,94%,49.27958,-123.10676,2,5,2,6,$180.00,80,4
100%,91%,49.25472,-123.09178,1,1,30,2,$30.00,NA,0
91%,80%,49.27544,-123.12791,2,0,30,4,$124.00,NA,0
40%,100%,49.28164,-123.10817,1,1,90,2,$90.00,NA,0
100%,88%,49.25495,-123.09141,1,1,30,2,$31.00,NA,0
100%,100%,49.24785,-123.02555,1,1,2,2,$80.00,100,5
N/A,N/A,49.20553,-123.02408,1,1,1,1,$50.00,NA,0
99%,100%,49.22124,-123.11926,1,1,1,2,$35.00,73,11
100%,100%,49.2614,-123.16641,1,4,30,4,$135.00,95,4
100%,95%,49.23348,-123.11616,2,2,3,4,$135.00,100,6
100%,88%,49.26007,-123.08008,1,0,30,2,$27.00,80,2
100%,93%,49.28065,-123.10795,2,3,2,6,$159.00,98,17
100%,100%,49.24642,-123.02565,2,2,3,4,$99.00,80,6
100%,100%,49.27057,-123.0601,1,1,2,2,$70.00,100,5
100%,N/A,49.29115,-123.13079,1,1,30,2,$130.00,NA,0
100%,63%,49.27498,-123.13384,2,2,28,4,$150.00,100,1
100%,91%,49.2535,-123.08985,1,1,30,2,$30.00,100,1
100%,100%,49.26962,-123.10804,1,2,30,2,$110.00,100,3
91%,80%,49.28697,-123.13171,1,0,30,2,$87.00,NA,0
100%,88%,49.25375,-123.09178,1,1,30,2,$31.00,60,1
71%,93%,49.28037,-123.12454,2,2,30,4,$75.00,NA,0
100%,100%,49.217,-123.11379,2,2,30,4,$160.00,NA,0
96%,99%,49.23429,-123.13786,3,4,1,6,$100.00,82,9
80%,74%,49.28299,-123.13619,1,1,20,3,$120.00,73,3
100%,100%,49.24091,-123.10307,2,3,2,5,$99.00,100,10
100%,82%,49.27986,-123.10879,4,4,365,6,$180.00,92,10
93%,95%,49.23637,-123.12739,3,3,90,6,$261.00,80,3
93%,95%,49.23615,-123.12697,3,3,90,6,$258.00,NA,0
80%,74%,49.28295,-123.1215,2,3,1,4,$120.00,100,3
80%,74%,49.28136,-123.13751,1,1,1,2,$85.00,100,1
100%,100%,49.26206,-123.11579,2,3,30,5,$96.00,80,2
100%,100%,49.2801,-123.12652,NA,1,2,2,$109.00,100,4
100%,94%,49.28796,-123.12291,1,1,31,3,$199.00,100,1
100%,100%,49.24528,-123.18491,2,2,1,4,$119.00,93,6
91%,80%,49.27462,-123.11447,1,0,60,2,$105.00,NA,0
91%,80%,49.27806,-123.12956,1,1,60,2,$97.00,NA,0
100%,96%,49.24652,-123.05712,1,1,30,2,$60.00,NA,0
90%,50%,49.24433,-123.10442,2,2,30,4,$66.00,NA,0
100%,100%,49.27899,-123.10936,3,4,1,6,$200.00,92,59
100%,100%,49.26298,-123.10006,NA,2,30,3,$129.00,100,2
100%,74%,49.25697,-123.07558,1,1,30,1,$21.00,NA,0
N/A,N/A,49.28206,-123.08246,1,1,30,3,$140.00,NA,0
100%,100%,49.27342,-123.12829,1,1,30,3,$100.00,NA,0
100%,93%,49.2271,-123.08592,1,1,3,2,$68.00,100,12
NA,NA,49.24066,-123.10059,1,1,5,1,$45.00,80,2
100%,89%,49.26393,-123.16263,1,2,1,4,$197.00,NA,0
82%,96%,49.27863,-123.10669,1,1,2,4,$139.00,89,16
50%,33%,49.26164,-123.14007,2,2,30,2,$59.00,NA,0
80%,75%,49.28948,-123.13273,1,1,30,1,$85.00,NA,0
100%,100%,49.27796,-123.12356,1,1,30,2,$87.00,100,1
60%,100%,49.26825,-123.05074,3,3,30,6,$80.00,NA,0
100%,97%,49.27731,-123.12534,2,3,30,6,$129.00,100,1
100%,95%,49.27862,-123.10762,1,2,3,4,$150.00,98,8
0%,100%,49.28418,-123.13158,1,0,180,3,$74.00,NA,0
N/A,N/A,49.25496,-123.13919,6,6,2,11,$479.00,97,7
100%,99%,49.27904,-123.1114,1,1,2,2,$99.00,96,17
96%,100%,49.2607,-123.11163,1,NA,30,2,$43.00,NA,0
96%,100%,49.25849,-123.11209,1,1,30,2,$50.00,NA,0
100%,100%,49.27315,-123.15263,2,3,3,6,$130.00,98,9
100%,100%,49.27492,-123.11613,NA,1,30,2,$62.00,100,1
100%,70%,49.23533,-123.03588,1,0,30,1,$20.00,NA,0
100%,88%,49.25957,-123.06068,NA,1,2,2,$85.00,100,6
N/A,N/A,49.27917,-123.12866,2,2,14,6,$135.00,60,1
90%,78%,49.28642,-123.12318,2,4,2,6,$236.00,98,18
91%,80%,49.27452,-123.12718,1,0,90,2,$88.00,NA,0
100%,100%,49.28012,-123.11698,1,1,30,4,$125.00,100,3
96%,100%,49.25881,-123.11148,1,1,30,2,$50.00,NA,0
100%,100%,49.24508,-123.06783,3,3,30,6,$165.00,100,1
100%,74%,49.22229,-123.06185,1,1,30,2,$35.00,100,1
20%,100%,49.27388,-123.11484,1,1,60,2,$90.00,100,1
100%,100%,49.24938,-123.19237,3,4,1,7,$127.00,96,35
100%,94%,49.27992,-123.10659,1,2,2,2,$100.00,100,6
90%,100%,49.24633,-123.1292,2,2,30,4,$106.00,100,1
90%,100%,49.24424,-123.08631,1,2,3,2,$68.00,100,4
82%,96%,49.27873,-123.12737,NA,1,3,2,$103.00,86,13
100%,100%,49.27796,-123.12634,NA,1,2,2,$86.00,99,14
100%,100%,49.26686,-123.09826,NA,1,30,2,$115.00,100,3
N/A,0%,49.245,-123.06953,1,1,4,3,$79.00,NA,0
93%,87%,49.27812,-123.10739,2,2,30,5,$113.00,NA,0
100%,98%,49.28148,-123.10526,NA,2,2,4,$104.00,99,17
100%,100%,49.28079,-123.12307,1,1,1,2,$90.00,93,21
93%,87%,49.27773,-123.13021,1,1,30,4,$93.00,NA,0
90%,81%,49.27741,-123.08407,1,1,30,2,$120.00,100,1
50%,100%,49.25885,-123.20788,2,3,4,4,$125.00,NA,0
